identifier,ec_numbers,localization,Gene3D
Q96LR2,,Cytoplasm,
Q96LR5,2.3.2,,other
Q96LR9,,other,
Q96LT4,other,Endoplasmic reticulum membrane,other
Q96LT7,,other,
Q96LT9,,Nucleus,other
Q96LW4,other,other,
Q96LW7,,other,other
Q96LX7,,,
Q96LX8,,Nucleus,"6.10.140.140, 3.30.160.60"
Q96LZ3,,Mitochondrion,other
Q96LZ7,,other,other
Q96M02,2.3.2,other,
Q96M11,,other,
Q96M27,,other,other
Q96M29,,other,
Q96M32,other,other,other
Q96M61,,Cytoplasm,other
Q96M63,,other,
Q96M91,,other,
Q96M94,,Nucleus,other
Q96M96,,other,other
Q96M98,,other,
Q96MA6,other,other,3.40.50.300
Q96MC2,,other,
Q96MF2,,other,other
Q96MF7,2.3.2,other,other
Q96MG2,,other,
Q96MG7,,other,other
Q96MG8,,other,other
Q96MH2,,Nucleus,other
Q96MH6,2.3.1,Endoplasmic reticulum membrane,
Q96MI9,other,other,other
Q96MK3,,other,
Q96MM3,,Nucleus,3.30.160.60
Q96MM7,other,Membrane,3.40.50.300
Q96MN2,,,other
Q96MN9,,Nucleus,3.30.160.60
Q96MP8,,other,
Q96MS0,,Membrane,2.60.40.10
Q96MT3,,other,other
Q96MT7,,other,2.130.10.10
Q96MT8,,other,
Q96MU7,,other,other
Q96MU8,,Cell membrane,other
Q96MV1,,Membrane,
Q96MV8,2.3.1,other,
Q96MW5,,other,
Q96MX0,,Membrane,
Q96MX3,,Nucleus,3.30.160.60
Q96MY7,,,
Q96N16,,other,
Q96N19,,other,
Q96N21,,other,other
Q96N58,,Nucleus,"6.10.140.140, 3.30.160.60"
Q96N64,,Nucleus,other
Q96N66,2.3.1,Endoplasmic reticulum membrane,
Q96N67,,other,other
Q96N76,other,,other
Q96N77,,Nucleus,"6.10.140.140, 3.30.160.60"
Q96N87,,Membrane,
Q96N95,,other,other
Q96N96,,other,other
Q96NA2,,other,other
Q96NB1,,other,other
Q96NB2,,other,
Q96NB3,,other,3.30.160.60
Q96NC0,,Nucleus,3.30.160.60
Q96NE9,,other,other
Q96NG3,,other,other
Q96NG5,,Nucleus,"6.10.140.140, 3.30.160.60"
Q96NH3,,other,other
Q96NI6,,Membrane,other
Q96NL6,,other,
Q96NL8,,other,
Q96NM4,,Nucleus,other
Q96NN9,other,Mitochondrion,other
Q96NR3,,other,other
Q96NR8,other,Endoplasmic reticulum membrane,other
Q96NT0,,other,other
Q96NT3,,,other
Q96NT5,,other,other
Q96NU1,,Nucleus,other
Q96NW4,,other,other
Q96NW7,,other,other
Q96NX5,2.7.11,other,1.10.510.10
Q96NY7,other,other,other
Q96NY8,,other,2.60.40.10
Q96NY9,other,other,other
Q96NZ1,,Nucleus,other
Q96NZ8,,Secreted,other
Q96NZ9,,other,
Q96P09,,Cytoplasm,other
Q96P11,2.1.1,other,other
Q96P16,,Nucleus,other
Q96P20,3.6.4,other,other
Q96P26,3.1.3,Cytoplasm,
Q96P31,,other,2.60.40.10
Q96P44,,other,other
Q96P47,,Cytoplasm,other
Q96P48,,other,other
Q96P53,,other,other
Q96P56,,other,other
Q96P63,,Cytoplasm,other
Q96P65,,Cell membrane,1.20.1070.10
Q96P66,,Cell membrane,1.20.1070.10
Q96P68,,Cell membrane,1.20.1070.10
Q96P70,,"Cytoplasm, Nucleus",other
Q96P71,,other,other
Q96PB1,2.3.1,other,
Q96PB7,,other,
Q96PC2,other,Cytoplasm,other
Q96PC3,,other,other
Q96PC5,,Endoplasmic reticulum membrane,other
Q96PD2,,Membrane,other
Q96PD4,,Secreted,other
Q96PD5,other,other,other
Q96PD6,2.3.1,Endoplasmic reticulum membrane,
Q96PD7,2.3.1,other,
Q96PE1,,other,other
Q96PE3,3.1.3,other,other
Q96PE7,other,Mitochondrion,other
Q96PF1,2.3.2,,other
Q96PF2,2.7.11,other,1.10.510.10
Q96PG8,,,
Q96PH1,other,other,other
Q96PH6,,Secreted,
Q96PJ5,,Cell membrane,2.60.40.10
Q96PK6,,other,3.30.70.330
Q96PL5,,other,other
Q96PM5,2.3.2,other,other
Q96PM9,,other,3.30.160.60
Q96PN6,other,other,other
Q96PN7,,Nucleus,other
Q96PN8,2.7.11,,1.10.510.10
Q96PP8,3.6.5,other,other
Q96PP9,3.6.5,other,other
Q96PQ0,,other,other
Q96PQ1,,Membrane,2.60.40.10
Q96PQ6,,Nucleus,"6.10.140.140, 3.30.160.60"
Q96PR1,,other,other
Q96PS8,,other,other
Q96PU4,2.3.2,other,other
Q96PU5,2.3.2,other,other
Q96PU8,,other,other
Q96PV0,,,other
Q96PV4,,,
Q96PV6,,,other
Q96PV7,,"Cytoplasm, Nucleus",
Q96PX1,2.3.2,Cytoplasm,other
Q96PX8,,other,3.80.10.10
Q96PY5,,Cytoplasm,other
Q96PY6,2.7.11,other,1.10.510.10
Q96PZ0,other,Nucleus,other
Q96PZ2,3.4.21,other,other
Q96Q04,2.7.11,other,1.10.510.10
Q96Q05,,other,
Q96Q07,,,other
Q96Q11,other,other,other
Q96Q35,,other,
Q96Q40,2.7.11,,1.10.510.10
Q96Q42,,,other
Q96Q45,,other,
Q96Q77,,,other
Q96Q80,,Endoplasmic reticulum membrane,
Q96Q83,other,"Nucleus, Cytoplasm",other
Q96Q89,,other,other
Q96Q91,,other,other
Q96QA5,,other,
Q96QB1,,other,other
Q96QC0,,Nucleus,other
Q96QD8,,Cell membrane,
Q96QD9,,other,
Q96QE2,,Cell membrane,other
Q96QE3,,Nucleus,3.40.50.300
Q96QE5,,other,other
Q96QF0,,other,other
Q96QF7,,other,
Q96QG7,,other,other
Q96QH2,,,other
Q96QI5,other,other,3.40.50.300
Q96QK1,,other,other
Q96QP1,2.7.11,other,other
Q96QR8,,Nucleus,other
Q96QS3,,Nucleus,1.10.10.60
Q96QS6,2.7.11,,1.10.510.10
Q96QT4,2.7.11,Membrane,other
Q96QT6,,Nucleus,other
Q96QU1,,other,other
Q96QU8,,"Nucleus, Cytoplasm",other
Q96QV1,,other,other
Q96QV6,,other,other
Q96QZ7,,other,other
Q96R06,,other,
Q96RD6,,other,
Q96RD7,,other,
Q96RD9,,Cell membrane,2.60.40.10
Q96RE7,,"Nucleus, Cytoplasm",other
Q96RE9,,Nucleus,"6.10.140.140, 3.30.160.60"
Q96RF0,,other,other
Q96RG2,2.7.11,"Cytoplasm, Nucleus",other
Q96RI0,,Cell membrane,1.20.1070.10
Q96RI1,,other,other
Q96RI8,,Cell membrane,1.20.1070.10
Q96RJ3,,Membrane,
Q96RJ6,,Nucleus,other
Q96RK4,,other,other
Q96RL1,,Nucleus,other
Q96RL6,,Membrane,2.60.40.10
Q96RN1,,Membrane,other
Q96RN5,,"Cytoplasm, Nucleus",other
Q96RP3,,Secreted,
Q96RP7,other,other,3.40.50.300
Q96RP9,,Mitochondrion,other
Q96RQ1,,other,
Q96RQ3,other,other,other
Q96RQ9,other,other,other
Q96RR1,other,other,other
Q96RR4,2.7.11,other,1.10.510.10
Q96RS0,2.1.1,other,other
Q96RS6,,other,other
Q96RT1,,other,other
Q96RT7,,other,other
Q96RT8,,other,other
Q96RU2,3.4.19,other,other
Q96RU3,,other,other
Q96RU7,,Nucleus,1.10.510.10
Q96RU8,,,1.10.510.10
Q96RY7,,other,other
Q96S06,,Endoplasmic reticulum membrane,
Q96S15,2.3.2,other,2.130.10.10
Q96S16,,other,other
Q96S21,,Cell membrane,3.40.50.300
Q96S37,,other,other
Q96S38,2.7.11,other,other
Q96S42,,Secreted,other
Q96S44,other,"Cytoplasm, Nucleus",1.10.510.10
Q96S52,,Endoplasmic reticulum membrane,
Q96S53,other,Nucleus,1.10.510.10
Q96S55,other,"Nucleus, Cytoplasm",other
Q96S59,,other,other
Q96S65,,Nucleus,
Q96S66,,other,
Q96S82,,,other
Q96S94,,other,other
Q96S97,,Membrane,
Q96S99,,other,other
Q96SB3,,other,other
Q96SB4,2.7.11,other,1.10.510.10
Q96SB8,,other,3.40.50.300
Q96SC8,,Nucleus,other
Q96SD1,other,Nucleus,other
Q96SF7,,Nucleus,other
Q96SI1,,Nucleus,
Q96SI9,,Cytoplasm,other
Q96SL1,,other,other
Q96SL4,other,Secreted,other
Q96SN7,,Cell membrane,other
Q96SN8,,other,
Q96SQ5,,Nucleus,"6.10.140.140, 3.30.160.60"
Q96SQ7,,other,other
Q96SQ9,other,other,other
Q96ST2,,Nucleus,other
Q96ST3,,other,other
Q96ST8,,other,
Q96SU4,,other,other
Q96SW2,,other,other
Q96SZ4,,Nucleus,other
Q96SZ5,other,,other
Q96SZ6,other,Mitochondrion,other
Q96T21,,other,other
Q96T23,,Nucleus,other
Q96T37,,other,other
Q96T49,,other,other
Q96T51,,other,other
Q96T52,3.4.21,Mitochondrion inner membrane,other
Q96T53,2.3.1,Endoplasmic reticulum membrane,
Q96T54,,Membrane,other
Q96T55,,Membrane,other
Q96T60,3.1.3,other,other
Q96T66,other,Mitochondrion,other
Q96T68,2.1.1,other,other
Q96T76,,other,other
Q96T83,,other,other
Q96T88,2.3.2,Nucleus,other
Q96T91,,Secreted,other
Q96TA1,,other,other
Q96TA2,other,other,other
Q96TC7,,other,other
Q99062,,other,2.60.40.10
Q99075,,other,other
Q99081,,Nucleus,other
Q99217,,other,
Q99250,,Cell membrane,other
Q99259,other,,other
Q99417,,other,other
Q99418,,other,other
Q99424,other,other,other
Q99426,,other,other
Q99435,,Secreted,other
Q99436,other,"Cytoplasm, Nucleus",other
Q99437,,other,other
Q99439,,,other
Q99447,other,,other
Q99453,,Nucleus,1.10.10.60
Q99456,,,other
Q99459,,other,1.10.10.60
Q99460,,,other
Q99466,,other,other
Q99467,,Cell membrane,3.80.10.10
Q99469,,other,other
Q99471,,other,other
Q99487,other,other,other
Q99489,other,other,other
Q99490,,other,other
Q99496,2.3.2,other,other
Q99497,other,other,other
Q99500,,Cell membrane,1.20.1070.10
Q99501,,other,other
Q99502,3.1.3,"Cytoplasm, Nucleus",other
Q99504,3.1.3,"Cytoplasm, Nucleus",other
Q99518,other,other,other
Q99519,other,other,other
Q99523,,other,other
Q99527,,other,1.20.1070.10
Q99536,other,other,other
Q99538,other,other,other
Q99541,,other,other
Q99542,other,other,other
Q99543,,other,other
Q99547,,other,
Q99549,,other,other
Q99550,,other,
Q99551,,Mitochondrion,other
Q99558,2.7.11,Cytoplasm,1.10.510.10
Q99567,,other,
Q99569,,other,other
Q99570,2.7.11,other,other
Q99571,,other,other
Q99572,,Cell membrane,other
Q99574,,other,other
Q99575,,other,
Q99576,,"Cytoplasm, Nucleus",other
Q99578,3.6.5,other,3.40.50.300
Q99581,,Nucleus,other
Q99583,,Nucleus,other
Q99584,,other,other
Q99590,,Nucleus,other
Q99592,,Nucleus,3.30.160.60
Q99593,,"Nucleus, Cytoplasm",other
Q99594,,Nucleus,other
Q99595,,Mitochondrion inner membrane,
Q99598,,other,
Q99607,,other,other
Q99608,,other,other
Q99612,,Nucleus,3.30.160.60
Q99613,,Cytoplasm,other
Q99615,,other,other
Q99616,,Secreted,other
Q99619,,other,other
Q99622,,Cytoplasm,
Q99623,,other,other
Q99624,,other,
Q99626,,Nucleus,1.10.10.60
Q99627,,"Cytoplasm, Nucleus",other
Q99633,,other,other
Q99638,other,Nucleus,other
Q99640,2.7.11,other,1.10.510.10
Q99643,,Mitochondrion inner membrane,other
Q99645,,other,3.80.10.10
Q99650,,Membrane,2.60.40.10
Q99653,,other,other
Q99661,,other,other
Q99665,,Membrane,2.60.40.10
Q99674,,Secreted,other
Q99675,,other,other
Q99677,,Cell membrane,1.20.1070.10
Q99683,2.7.11,other,1.10.510.10
Q99684,,Nucleus,3.30.160.60
Q99685,other,other,other
Q99687,,Nucleus,1.10.10.60
Q99689,,other,
Q99697,,"Nucleus, Cytoplasm",1.10.10.60
Q99700,,Cytoplasm,
Q99704,,other,other
Q99706,,other,2.60.40.10
Q99707,2.1.1,Cytoplasm,other
Q99708,other,other,
Q99712,,Membrane,other
Q99714,other,other,other
Q99717,,other,other
Q99719,,other,3.40.50.300
Q99720,,other,
Q99726,,other,other
Q99728,2.3.2,Nucleus,other
Q99729,,"Nucleus, Cytoplasm",3.30.70.330
Q99731,,Secreted,other
Q99732,,other,
Q99733,,"Nucleus, Cytoplasm",other
Q99735,other,other,other
Q99741,,"Nucleus, Cytoplasm",other
Q99743,,Nucleus,other
Q99747,,other,other
Q99748,,Secreted,other
Q99750,,"Nucleus, Cytoplasm",
Q99755,other,other,other
Q99757,,Mitochondrion,other
Q99758,other,other,3.40.50.300
Q99759,2.7.11,,1.10.510.10
Q99767,,,other
Q99784,,other,
Q99788,,Cell membrane,1.20.1070.10
Q99795,,Membrane,2.60.40.10
Q99797,other,other,other
Q99798,other,Mitochondrion,other
Q99801,,Nucleus,1.10.10.60
Q99807,other,other,
Q99808,,other,other
Q99814,,other,other
Q99816,,other,other
Q99828,,other,other
Q99829,,other,other
Q99832,,Cytoplasm,other
Q99835,,other,other
Q99836,,"Cytoplasm, Nucleus",other
Q99848,,other,
Q99853,,Nucleus,other
Q99856,,"Nucleus, Cytoplasm",other
Q99873,2.1.1,other,other
Q99877,,other,other
Q99878,,other,other
Q99879,,other,other
Q99880,,other,other
Q99884,,other,
Q99895,3.4.21,,other
Q99909,,,
Q99928,,other,other
Q99929,,Nucleus,other
Q99932,,other,
Q99933,,other,other
Q99935,,Secreted,
Q99941,,other,other
Q99942,2.3.2,other,other
Q99943,2.3.1,Endoplasmic reticulum membrane,
Q99944,,Secreted,other
Q99946,,other,
Q99952,3.1.3,"Nucleus, Cytoplasm",other
Q99956,3.1.3,Cytoplasm,other
Q99958,,Nucleus,other
Q99959,,other,other
Q99961,,other,other
Q99962,,other,other
Q99963,,other,other
Q99965,,Membrane,other
Q99966,,"Nucleus, Cytoplasm",other
Q99967,,Nucleus,other
Q99969,,Secreted,other
Q99972,,other,other
Q99973,,other,other
Q99983,,other,3.80.10.10
Q99985,,Secreted,other
Q99986,2.7.11,other,1.10.510.10
Q99988,,Secreted,other
Q99990,,Nucleus,
Q99999,other,other,3.40.50.300
Q9BPU6,,Cytoplasm,other
Q9BPU9,,other,
Q9BPV8,,Cell membrane,1.20.1070.10
Q9BPW9,other,other,other
Q9BPX1,other,Cytoplasm,other
Q9BPX3,,other,other
Q9BPX6,,other,other
Q9BPY8,,"Nucleus, Cytoplasm",1.10.10.60
Q9BPZ2,,Nucleus,other
Q9BPZ3,,Cytoplasm,
Q9BPZ7,,other,other
Q9BQ04,,other,other
Q9BQ15,,Nucleus,other
Q9BQ16,,other,other
Q9BQ24,,other,other
Q9BQ31,,Cell membrane,other
Q9BQ39,3.6.4,other,other
Q9BQ50,other,Nucleus,other
Q9BQ51,,other,2.60.40.10
Q9BQ52,other,other,other
Q9BQ65,other,Nucleus,other
Q9BQ66,,,
Q9BQ67,,other,2.130.10.10
Q9BQ69,other,Nucleus,other
Q9BQ70,,other,other
Q9BQ83,other,Nucleus,other
Q9BQ87,,Nucleus,other
Q9BQ89,,other,
Q9BQ90,,Cytoplasm,other
Q9BQ95,,other,
Q9BQA1,,"Nucleus, Cytoplasm",2.130.10.10
Q9BQA5,,Nucleus,3.30.160.60
Q9BQA9,,Endoplasmic reticulum membrane,
Q9BQB4,,other,other
Q9BQB6,other,Endoplasmic reticulum membrane,other
Q9BQC3,,,other
Q9BQD3,,other,
Q9BQD7,2.1.1,other,other
Q9BQE3,3.6.5,other,other
Q9BQE9,,,
Q9BQF6,other,Cytoplasm,other
Q9BQG0,,other,other
Q9BQG1,,other,other
Q9BQG2,other,other,other
Q9BQI0,,other,other
Q9BQI3,2.7.11,,1.10.510.10
Q9BQI4,,Secreted,
Q9BQI5,,other,other
Q9BQI6,,other,other
Q9BQJ4,,other,other
Q9BQK8,3.1.3,Nucleus,
Q9BQL6,,other,other
Q9BQP7,other,Mitochondrion,other
Q9BQQ3,,other,other
Q9BQS2,,other,other
Q9BQS7,other,other,other
Q9BQS8,,other,other
Q9BQT8,,Mitochondrion inner membrane,other
Q9BQT9,,other,other
Q9BQW3,,Nucleus,other
Q9BQY4,,Nucleus,1.10.10.60
Q9BR01,other,Cytoplasm,3.40.50.300
Q9BR39,,other,other
Q9BR76,,other,2.130.10.10
Q9BRA0,,"Cytoplasm, Nucleus",other
Q9BRA2,,Cytoplasm,other
Q9BRB3,,Membrane,
Q9BRC7,other,other,other
Q9BRD0,,Nucleus,
Q9BRF8,3.1.3,Cytoplasm,other
Q9BRG1,,other,other
Q9BRG2,,,other
Q9BRJ2,,Mitochondrion,other
Q9BRJ7,,Nucleus,other
Q9BRJ9,,Nucleus,other
Q9BRK0,,Membrane,
Q9BRK3,,other,2.60.40.10
Q9BRK4,,other,
Q9BRK5,,other,other
Q9BRL6,,Nucleus,3.30.70.330
Q9BRL7,,Endoplasmic reticulum membrane,other
Q9BRP0,,Nucleus,3.30.160.60
Q9BRP8,,other,
Q9BRQ0,,Nucleus,other
Q9BRQ3,other,,
Q9BRQ5,,Cell membrane,other
Q9BRQ6,,other,
Q9BRQ8,other,other,other
Q9BRR0,,"Nucleus, Cytoplasm",other
Q9BRR3,,other,
Q9BRR6,other,Secreted,other
Q9BRR9,,,other
Q9BRS2,2.7.11,other,1.10.510.10
Q9BRS8,,"Cytoplasm, Nucleus",other
Q9BRT2,,other,
Q9BRT3,,other,other
Q9BRT8,3.6.5,Nucleus,other
Q9BRT9,,other,other
Q9BRU9,,other,other
Q9BRV3,,other,other
Q9BRV8,,Cytoplasm,
Q9BRX2,,Cytoplasm,other
Q9BRX5,,other,other
Q9BRX8,,other,
Q9BRX9,,other,2.130.10.10
Q9BRZ2,2.3.2,Cytoplasm,other
Q9BS16,,other,
Q9BS26,,other,other
Q9BS34,,Nucleus,"6.10.140.140, 3.30.160.60"
Q9BS40,,Cytoplasm,other
Q9BS86,,other,2.60.40.10
Q9BS91,,other,
Q9BSA4,,Cell membrane,
Q9BSA9,,other,
Q9BSB4,,other,
Q9BSD3,,other,
Q9BSD7,other,,3.40.50.300
Q9BSE2,,other,
Q9BSE4,,Membrane,
Q9BSE5,other,Mitochondrion,other
Q9BSF0,,Cell membrane,
Q9BSG1,,Nucleus,"6.10.140.140, 3.30.160.60"
Q9BSH4,,Mitochondrion,other
Q9BSI4,,other,
Q9BSJ2,,other,other
Q9BSJ5,,other,
Q9BSJ6,,other,
Q9BSJ8,,other,other
Q9BSK2,,Mitochondrion inner membrane,other
Q9BSK4,,other,other
Q9BSL1,,Cytoplasm,other
Q9BSM1,,Nucleus,other
Q9BSQ5,,Cytoplasm,other
Q9BSR8,,other,
Q9BST9,,,other
Q9BSU1,,other,
Q9BSU3,2.3.1,"Cytoplasm, Nucleus",other
Q9BSV6,other,other,other
Q9BSW2,,other,other
Q9BSW7,,Membrane,other
Q9BSY9,3.4.19,Cytoplasm,other
Q9BT04,,other,
Q9BT09,,other,
Q9BT17,,Mitochondrion inner membrane,other
Q9BT22,2.4.1,Endoplasmic reticulum membrane,other
Q9BT23,,"Cytoplasm, Nucleus",other
Q9BT25,,other,
Q9BT30,other,other,other
Q9BT40,3.1.3,other,other
Q9BT43,,Nucleus,
Q9BT49,,other,
Q9BT56,,other,
Q9BT67,,other,
Q9BT78,,other,other
Q9BT81,,"Nucleus, Cytoplasm",other
Q9BT88,,other,other
Q9BT92,,other,
Q9BTA9,,other,other
Q9BTC0,,other,other
Q9BTC8,,"Nucleus, Cytoplasm",other
Q9BTD3,,Membrane,
Q9BTD8,,"Nucleus, Cytoplasm",3.30.70.330
Q9BTE1,,other,other
Q9BTE3,,Nucleus,
Q9BTE6,,Cytoplasm,other
Q9BTE7,,other,other
Q9BTK6,,Nucleus,
Q9BTL3,,Nucleus,
Q9BTL4,,"Cytoplasm, Nucleus",
Q9BTM9,,Cytoplasm,other
Q9BTN0,,other,other
Q9BTP6,,Nucleus,
Q9BTP7,,Nucleus,other
Q9BTT0,,"Cytoplasm, Nucleus",3.80.10.10
Q9BTT4,,Nucleus,
Q9BTU6,other,other,
Q9BTV4,,other,
Q9BTV5,,other,other
Q9BTW9,,other,other
Q9BTX1,,other,
Q9BTX3,,Endoplasmic reticulum membrane,
Q9BTY2,other,Secreted,other
Q9BTZ2,other,other,other
Q9BU02,other,Cytoplasm,other
Q9BU19,,Nucleus,3.30.160.60
Q9BU20,,other,3.40.50.300
Q9BU40,,Secreted,other
Q9BU61,,other,other
Q9BU64,,other,
Q9BU76,,,
Q9BU79,,Membrane,
Q9BU89,other,,other
Q9BUA3,,other,
Q9BUB4,other,,
Q9BUB5,2.7.11,other,1.10.510.10
Q9BUB7,,Mitochondrion inner membrane,
Q9BUE0,,Nucleus,other
Q9BUE6,,Mitochondrion,other
Q9BUF5,,other,other
Q9BUF7,,other,
Q9BUH6,,other,
Q9BUH8,,other,
Q9BUI4,,Nucleus,other
Q9BUJ2,,Nucleus,other
Q9BUK6,,other,other
Q9BUL5,,"Nucleus, Cytoplasm",other
Q9BUL8,,other,other
Q9BUL9,,other,other
Q9BUM1,3.1.3,Endoplasmic reticulum membrane,other
Q9BUN5,,other,
Q9BUN8,,Endoplasmic reticulum membrane,
Q9BUP0,,Mitochondrion inner membrane,other
Q9BUP3,other,other,other
Q9BUQ8,3.6.4,other,3.40.50.300
Q9BUR4,,other,2.130.10.10
Q9BUR5,,other,
Q9BUT1,other,Cytoplasm,other
Q9BUU2,2.1.1,Nucleus,other
Q9BUV0,,Nucleus,
Q9BUV8,,other,
Q9BUW7,,other,
Q9BUX1,other,other,other
Q9BUY5,,Nucleus,"6.10.140.140, 3.30.160.60"
Q9BUZ4,2.3.2,other,other
Q9BV10,2.4.1,Endoplasmic reticulum membrane,
Q9BV20,other,other,other
Q9BV23,other,other,other
Q9BV29,,other,
Q9BV35,,Mitochondrion inner membrane,other
Q9BV36,,Cytoplasm,other
Q9BV38,,other,2.130.10.10
Q9BV40,,other,other
Q9BV44,2.1.1,Cytoplasm,other
Q9BV47,3.1.3,other,other
Q9BV57,other,other,other
Q9BV68,2.3.2,"Cytoplasm, Nucleus",other
Q9BV73,,other,
Q9BV79,other,other,other
Q9BV81,,Endoplasmic reticulum membrane,
Q9BV86,2.1.1,Nucleus,other
Q9BV90,,Nucleus,
Q9BV94,,other,other
Q9BVA0,,other,2.130.10.10
Q9BVA1,,other,other
Q9BVA6,other,Endoplasmic reticulum membrane,other
Q9BVC3,,Nucleus,
Q9BVC4,,other,2.130.10.10
Q9BVC6,,other,
Q9BVG3,2.3.2,Cytoplasm,other
Q9BVG8,,other,other
Q9BVG9,other,Endoplasmic reticulum membrane,
Q9BVH7,other,other,other
Q9BVI0,,Nucleus,other
Q9BVI4,,other,
Q9BVJ6,,other,
Q9BVJ7,3.1.3,other,other
Q9BVK2,2.4.1,Endoplasmic reticulum membrane,
Q9BVK6,,other,
Q9BVK8,,other,
Q9BVL2,,other,other
Q9BVM4,other,,other
Q9BVN2,,other,other
Q9BVP2,,other,3.40.50.300
Q9BVQ7,3.6.4,other,other
Q9BVS4,2.7.11,Cytoplasm,other
Q9BVS5,2.1.1,other,other
Q9BVT8,,other,
Q9BVV2,,,
Q9BVV6,,other,
Q9BVV7,,other,other
Q9BVW5,,"Cytoplasm, Nucleus",
Q9BVX2,,other,
Q9BW04,,Cytoplasm,
Q9BW11,,Nucleus,other
Q9BW19,,other,other
Q9BW27,,other,
Q9BW60,2.3.1,Endoplasmic reticulum membrane,
Q9BW61,,,
Q9BW62,other,other,other
Q9BW66,,Nucleus,
Q9BW71,,Nucleus,
Q9BW83,,other,3.40.50.300
Q9BW85,,Nucleus,
Q9BW91,other,Mitochondrion,other
Q9BW92,other,other,other
Q9BWC9,,Nucleus,
Q9BWD1,2.3.1,other,other
Q9BWE0,,other,3.30.160.60
Q9BWF2,2.3.2,other,other
Q9BWF3,,other,other
Q9BWG6,,other,
Q9BWH2,,other,
Q9BWH6,,Nucleus,
Q9BWJ5,,Nucleus,
Q9BWK5,,other,
Q9BWL3,,other,
Q9BWM7,,other,
Q9BWN1,,other,
Q9BWP8,,Secreted,other
Q9BWQ6,,other,
Q9BWQ8,,other,
Q9BWS9,,other,other
Q9BWT1,,"Nucleus, Cytoplasm",
Q9BWT3,other,Nucleus,other
Q9BWT7,,Cytoplasm,other
Q9BWU1,2.7.11,other,1.10.510.10
Q9BWV1,,Cell membrane,2.60.40.10
Q9BWV3,other,"Cytoplasm, Nucleus",other
Q9BWV7,other,,other
Q9BWW4,,Nucleus,
Q9BWX1,,Nucleus,other
Q9BWX5,,Nucleus,other
Q9BX10,,,other
Q9BX26,,other,
Q9BX40,,,other
Q9BX46,,"Nucleus, Cytoplasm",3.30.70.330
Q9BX59,,other,2.60.40.10
Q9BX63,other,"Nucleus, Cytoplasm",3.40.50.300
Q9BX66,,other,other
Q9BX67,,other,2.60.40.10
Q9BX68,other,Mitochondrion,other
Q9BX70,,Cytoplasm,other
Q9BX74,,Membrane,
Q9BX79,,Cell membrane,
Q9BX84,2.7.11,Cell membrane,other
Q9BX95,3.1.3,other,other
Q9BX97,,other,
Q9BXA5,,Cell membrane,1.20.1070.10
Q9BXA6,2.7.11,,1.10.510.10
Q9BXA7,2.7.11,other,1.10.510.10
Q9BXB1,,Cell membrane,other
Q9BXB4,,other,other
Q9BXB5,,other,other
Q9BXB7,,other,other
Q9BXC0,,Cell membrane,1.20.1070.10
Q9BXC1,,Cell membrane,1.20.1070.10
Q9BXD5,other,Cytoplasm,other
Q9BXF3,,Nucleus,other
Q9BXF6,,other,other
Q9BXF9,,other,
Q9BXI2,,other,other
Q9BXI3,3.1.3,Cytoplasm,
Q9BXI6,,other,other
Q9BXI9,,Secreted,other
Q9BXJ0,,Secreted,other
Q9BXJ1,,Secreted,other
Q9BXJ3,,Secreted,other
Q9BXJ4,,Secreted,other
Q9BXJ5,,Secreted,other
Q9BXJ7,,other,
Q9BXJ8,,other,
Q9BXJ9,,"Cytoplasm, Nucleus",other
Q9BXK5,,other,other
Q9BXL6,,other,other
Q9BXL7,,other,other
Q9BXL8,,Nucleus,
Q9BXM0,,other,other
Q9BXM7,2.7.11,other,1.10.510.10
Q9BXN1,,other,3.80.10.10
Q9BXN2,,other,other
Q9BXP2,,Cell membrane,other
Q9BXP5,,other,
Q9BXP8,other,Secreted,other
Q9BXR0,other,other,other
Q9BXR3,other,,other
Q9BXR5,,Membrane,other
Q9BXR6,,Secreted,other
Q9BXS0,,Membrane,
Q9BXS1,other,other,other
Q9BXS4,,other,
Q9BXS5,,other,other
Q9BXS6,,other,
Q9BXS9,,other,other
Q9BXT4,,Cytoplasm,other
Q9BXT6,3.6.4,Cytoplasm,3.40.50.300
Q9BXT8,,"Cytoplasm, Nucleus",other
Q9BXU0,,other,
Q9BXU1,2.7.11,,other
Q9BXU7,3.4.19,other,other
Q9BXU9,,other,other
Q9BXV9,,Nucleus,
Q9BXW4,,other,
Q9BXW6,,other,other
Q9BXW9,,Nucleus,
Q9BXX0,,other,other
Q9BXY4,,Secreted,other
Q9BXY8,,"Cytoplasm, Nucleus",
Q9BY07,,other,other
Q9BY08,,Endoplasmic reticulum membrane,
Q9BY10,,other,other
Q9BY11,,other,other
Q9BY12,,other,3.30.160.60
Q9BY14,,other,
Q9BY15,,other,other
Q9BY27,,Nucleus,
Q9BY32,other,Cytoplasm,other
Q9BY41,other,other,other
Q9BY42,,other,
Q9BY43,,other,other
Q9BY44,,,2.130.10.10
Q9BY49,other,other,other
Q9BY50,3.4.21,Endoplasmic reticulum membrane,other
Q9BY64,2.4.1,other,other
Q9BY66,other,Nucleus,other
Q9BY67,,other,2.60.40.10
Q9BY76,,other,other
Q9BY77,,other,3.30.70.330
Q9BY78,2.3.2,Endoplasmic reticulum membrane,other
Q9BY79,,other,other
Q9BY84,3.1.3,other,other
Q9BYB0,,other,other
