identifier,phrog,product,function
phage_4516,6148,beta-lactamase-inhibitor protein BLIP,"moron, auxiliary metabolic gene and host takeover"
phage_4517,332,head-tail adaptor,connector
phage_4518,23,tail sheath,tail
phage_4519,362,transcriptional repressor,transcription regulation
phage_4520,10,major head protein,head and packaging
phage_4521,239,DNA primase/helicase,"DNA, RNA and nucleotide metabolism"
phage_4522,1216,portal protein,head and packaging
phage_4523,293,ABC transporter,"moron, auxiliary metabolic gene and host takeover"
phage_4524,1076,FmdB-like transcriptional regulator,transcription regulation
phage_4525,1105,DNA polymerase III theta subunit,"DNA, RNA and nucleotide metabolism"
phage_4526,117,major tail protein,tail
phage_4527,10519,virion structural protein,head and packaging
phage_4528,1530,DNA methyltransferase,other
phage_4529,501,head closure Hc1,connector
phage_4530,793,head-tail adaptor,connector
phage_4531,124,Sak4-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_4532,2115,tail protein,tail
phage_4533,293,ABC transporter,"moron, auxiliary metabolic gene and host takeover"
phage_4534,10475,endolysin,lysis
phage_4535,45,tail tube,tail
phage_4536,161,head closure Hc1,connector
phage_4537,5718,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_4538,116,DNA methyltransferase,other
phage_4539,160,thymidylate synthase,"DNA, RNA and nucleotide metabolism"
phage_4540,27166,tail length tape measure protein,tail
phage_4541,524,anti-repressor Ant,transcription regulation
phage_4542,216,integrase,integration and excision
phage_4543,10183,DNA methyltransferase,other
phage_4544,1197,tail protein,tail
phage_4545,136,tail fiber assembly protein,tail
phage_4546,51,terminase small subunit,head and packaging
phage_4547,1912,head protein,head and packaging
phage_4548,44,single strand DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_4549,14154,virion structural protein,head and packaging
phage_4550,991,tail length tape measure protein,tail
phage_4551,1758,acetyltransferase,other
phage_4552,30,minor tail protein,tail
phage_4553,3188,co-chaperonin GroES,other
phage_4554,5,tail completion or Neck1 protein,connector
phage_4555,659,Sak-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_4556,81,2OG-Fe(II) oxygenase,"moron, auxiliary metabolic gene and host takeover"
phage_4557,38390,tail length tape measure protein,tail
phage_4558,1482,terminase small subunit,head and packaging
phage_4559,1740,RNA polymerase sigma factor,transcription regulation
phage_4560,9703,head decoration,head and packaging
phage_4561,3,transcriptional repressor,transcription regulation
phage_4562,445,terminase small subunit,head and packaging
phage_4563,40,head-tail adaptor Ad1,connector
phage_4564,52,tail protein,tail
phage_4565,581,minor head protein,head and packaging
phage_4566,116,DNA methyltransferase,other
phage_4567,6444,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_4568,1996,DNA methyltransferase,other
phage_4569,606,terminase small subunit,head and packaging
phage_4570,309,terminase small subunit,head and packaging
phage_4571,1210,PblB-type receptor binding,other
phage_4572,17338,tail assembly chaperone,tail
phage_4573,47,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_4574,207,head maturation protease,head and packaging
phage_4575,3333,O-acetyltransferase,other
phage_4576,663,minor head protein,head and packaging
phage_4577,11431,virion structural protein,head and packaging
phage_4578,2443,amidoligase enzyme,other
phage_4579,442,head-tail adaptor,connector
phage_4580,795,partition protein ATPase,other
phage_4581,7220,regulator of chromosome condensation,"DNA, RNA and nucleotide metabolism"
phage_4582,62,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_4583,2076,QueE-like  radical SAM domain,"moron, auxiliary metabolic gene and host takeover"
phage_4584,523,tail collar fiber protein,tail
phage_4585,2468,head morphogenesis,head and packaging
phage_4586,2941,virion structural protein,head and packaging
phage_4587,231,UvsY-like recombination mediator,"DNA, RNA and nucleotide metabolism"
phage_4588,207,head maturation protease,head and packaging
phage_4589,10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_4590,1035,endonuclease VII,"DNA, RNA and nucleotide metabolism"
phage_4591,308,internal virion protein,head and packaging
phage_4592,434,RecE-like recombination exonuclease,"DNA, RNA and nucleotide metabolism"
phage_4593,423,endonuclease VII,"DNA, RNA and nucleotide metabolism"
phage_4594,5,tail completion or Neck1 protein,connector
phage_4595,1802,radical SAM domain-containing protein,other
phage_4596,6401,DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_4597,168,clamp loader of DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_4598,612,RIIA lysis inhibitor,lysis
phage_4599,645,Rnase E,"DNA, RNA and nucleotide metabolism"
phage_4600,12,portal protein,head and packaging
phage_4601,40,head-tail adaptor Ad1,connector
phage_4602,161,head closure Hc1,connector
phage_4603,540,nucleotide-sugar epimerase,"DNA, RNA and nucleotide metabolism"
phage_4604,11,baseplate spike,tail
phage_4605,8462,tail length tape measure protein,tail
phage_4606,66,excisionase and transcriptional regulator,integration and excision
phage_4607,344,tail assembly chaperone,tail
phage_4608,7037,tail fiber protein,tail
phage_4609,9116,tail protein,tail
phage_4610,19943,virion structural protein,head and packaging
phage_4611,6518,tail fiber protein,tail
phage_4612,36601,tail fiber protein,tail
phage_4613,979,terminase large subunit,head and packaging
phage_4614,9483,tail length tape measure protein,tail
phage_4615,4723,endonuclease VII,"DNA, RNA and nucleotide metabolism"
phage_4616,2103,baseplate protein,tail
phage_4617,28737,,unknown function
phage_4618,15220,virion structural protein,head and packaging
phage_4619,6002,virion structural protein,head and packaging
phage_4620,1687,MarR family transcrition regulator,transcription regulation
phage_4621,4419,head protein,head and packaging
phage_4622,66,excisionase and transcriptional regulator,integration and excision
phage_4623,1897,terminase small subunit,head and packaging
phage_4624,304,anti-termination protein Q-like,transcription regulation
phage_4625,211,head-tail adaptor Ad2,connector
phage_4626,11894,RusA-like Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_4627,13,Rz-like spanin,lysis
phage_4628,211,head-tail adaptor Ad2,connector
phage_4629,7931,,unknown function
phage_4630,3855,HTH DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_4631,1272,tail length tape measure protein,tail
phage_4632,9759,DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_4633,617,major head protein,head and packaging
phage_4634,403,DNA polymerase exonuclease subunit,"DNA, RNA and nucleotide metabolism"
phage_4635,6090,tail length tape measure protein,tail
phage_4636,1640,tail protein,tail
phage_4637,7220,regulator of chromosome condensation,"DNA, RNA and nucleotide metabolism"
phage_4638,800,terminase small subunit,head and packaging
phage_4639,2097,tail fiber protein,tail
phage_4640,332,head-tail adaptor,connector
phage_4641,6299,terminase small subunit,head and packaging
phage_4642,896,,unknown function
phage_4643,278,transcriptional regulator,transcription regulation
phage_4644,199,holin,lysis
phage_4645,14121,virion structural protein,head and packaging
phage_4646,236,nucleotide kinase,other
phage_4647,10,major head protein,head and packaging
phage_4648,267,major head protein,head and packaging
phage_4649,16,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_4650,31,central tail fiber J,tail
phage_4651,231,UvsY-like recombination mediator,"DNA, RNA and nucleotide metabolism"
phage_4652,388,nucleotidyltransferase,"DNA, RNA and nucleotide metabolism"
phage_4653,7291,,unknown function
phage_4654,24210,tail fiber protein,tail
phage_4655,2968,tail protein,tail
phage_4656,309,terminase small subunit,head and packaging
phage_4657,53,head maturation protease,head and packaging
phage_4658,168,clamp loader of DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_4659,2662,portal protein,head and packaging
phage_4660,4216,,unknown function
phage_4661,407,,unknown function
phage_4662,4287,DNA ejection protein,"DNA, RNA and nucleotide metabolism"
phage_4663,20969,Rz-like spanin,lysis
phage_4664,52,tail protein,tail
phage_4665,2662,portal protein,head and packaging
phage_4666,6722,tail fiber protein,tail
phage_4667,3677,protease,other
phage_4668,51,terminase small subunit,head and packaging
phage_4669,1266,excisionase,integration and excision
phage_4670,5823,transcriptional regulator,transcription regulation
phage_4671,1,integrase,integration and excision
phage_4672,2573,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_4673,1537,,unknown function
phage_4674,62,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_4675,189,RecA filament binding protein DinI,"DNA, RNA and nucleotide metabolism"
phage_4676,695,DNA polymerase/primase,"DNA, RNA and nucleotide metabolism"
phage_4677,8455,virion structural protein,head and packaging
phage_4678,81,2OG-Fe(II) oxygenase,"moron, auxiliary metabolic gene and host takeover"
phage_4679,924,,unknown function
phage_4680,80,head maturation protease,head and packaging
phage_4681,2097,tail fiber protein,tail
phage_4682,14076,transcriptional regulator,transcription regulation
phage_4683,5845,,unknown function
phage_4684,3437,major head protein,head and packaging
phage_4685,211,head-tail adaptor Ad2,connector
phage_4686,309,terminase small subunit,head and packaging
phage_4687,219,baseplate wedge subunit,tail
phage_4688,1640,tail protein,tail
phage_4689,472,WhiB transcriptional factor,transcription regulation
phage_4690,53,head maturation protease,head and packaging
phage_4691,17,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_4692,2,terminase large subunit,head and packaging
phage_4693,262,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_4694,207,head maturation protease,head and packaging
phage_4695,1218,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_4696,1826,,unknown function
phage_4697,3519,tail length tape measure protein,tail
phage_4698,1794,amidase,lysis
phage_4699,1740,RNA polymerase sigma factor,transcription regulation
phage_4700,36964,terminase large subunit,head and packaging
phage_4701,105,tail fiber assembly,tail
phage_4702,1068,tail length tape measure protein,tail
phage_4703,443,holin,lysis
phage_4704,190,Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_4705,22602,virion structural protein,head and packaging
phage_4706,3779,tail length tape measure protein,tail
phage_4707,26430,polysaccharide deacetylase,"moron, auxiliary metabolic gene and host takeover"
phage_4708,25,head closure Hc1,connector
phage_4709,376,tail protein,tail
phage_4710,401,,unknown function
phage_4711,2324,Erf-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_4712,11338,tail fiber protein,tail
phage_4713,4290,lysozyme domain-containing protein,lysis
phage_4714,211,head-tail adaptor Ad2,connector
phage_4715,2443,amidoligase enzyme,other
phage_4716,298,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_4717,4889,polynucleotide kinase/phosphorylase,other
phage_4718,16167,replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_4719,77,SbcC-like subunit of palindrome specific endonuclease,"DNA, RNA and nucleotide metabolism"
phage_4720,632,tellurite resistance,"moron, auxiliary metabolic gene and host takeover"
phage_4721,986,RNA-binding protein,"DNA, RNA and nucleotide metabolism"
phage_4722,11,baseplate spike,tail
phage_4723,376,tail protein,tail
phage_4724,24361,terminase,head and packaging
phage_4725,446,tail protein,tail
phage_4726,25,head closure Hc1,connector
phage_4727,576,tail fiber protein,tail
phage_4728,506,transposase,integration and excision
phage_4729,207,head maturation protease,head and packaging
phage_4730,1015,tail protein with lysin activity,tail
phage_4731,367,ribonucleotide reductase,"DNA, RNA and nucleotide metabolism"
phage_4732,305,tail length tape measure protein,tail
phage_4733,213,portal protein,head and packaging
phage_4734,18345,tail fiber protein,tail
phage_4735,4,transcriptional repressor,transcription regulation
phage_4736,429,DNA end protector,"DNA, RNA and nucleotide metabolism"
phage_4737,2474,MerR-like transcriptional regulator,transcription regulation
phage_4738,168,clamp loader of DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_4739,8780,minor tail protein,tail
phage_4740,8,transcriptional regulator,transcription regulation
phage_4741,891,terminase small subunit,head and packaging
phage_4742,1040,peptidase HslV family,other
phage_4743,4242,tail fiber protein,tail
phage_4744,4211,tail length tape measure protein,tail
phage_4745,18673,tail fiber protein,tail
phage_4746,23,tail sheath,tail
phage_4747,3392,,unknown function
phage_4748,5442,,unknown function
phage_4749,314,homing endonuclease,"DNA, RNA and nucleotide metabolism"
phage_4750,390,Arc-like repressor,transcription regulation
phage_4751,2968,tail protein,tail
phage_4752,170,PhoH-like phosphate starvation-inducible,other
phage_4753,84,ribonucleoside-diphosphate reductase large subunit,"DNA, RNA and nucleotide metabolism"
phage_4754,1307,RNA polymerase inhibitor,"DNA, RNA and nucleotide metabolism"
phage_4755,30742,tail fiber protein,tail
phage_4756,459,peptidase,other
phage_4757,13989,virion structural protein,head and packaging
phage_4758,9,terminase large subunit,head and packaging
phage_4759,1764,unknown function,unknown function
phage_4760,697,structural protein,head and packaging
phage_4761,1381,plasmid antitoxin with HTH domain,"moron, auxiliary metabolic gene and host takeover"
phage_4762,63,anti-repressor Ant,transcription regulation
phage_4763,9406,,unknown function
phage_4764,16227,virion structural protein,head and packaging
phage_4765,9474,replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_4766,2589,tail protein,tail
phage_4767,9500,CsrA-like regulator,transcription regulation
phage_4768,4629,HTH DNA binding domain protein,"DNA, RNA and nucleotide metabolism"
phage_4769,990,metal-dependent phosphohydrolase,other
