identifier,phrog,product,function,product_category
phage_3764,785,holin,lysis,lysis
phage_3765,9959,tail length tape measure protein,tail,tail_tape_measure
phage_3766,15478,tail length tape measure protein,tail,tail_tape_measure
phage_3767,29740,,unknown function,
phage_3768,14917,tail length tape measure protein,tail,tail_tape_measure
phage_3769,15312,virion structural protein,head and packaging,structural
phage_3770,36,transcriptional regulator,transcription regulation,transcription_regulation
phage_3771,1687,MarR family transcrition regulator,transcription regulation,transcriptional_control
phage_3772,3188,co-chaperonin GroES,other,
phage_3773,119,HNH endonuclease,"DNA, RNA and nucleotide metabolism",endonucleases
phage_3774,6918,holin,lysis,lysis
phage_3775,805,internal virion protein,head and packaging,structural
phage_3776,27166,tail length tape measure protein,tail,tail_tape_measure
phage_3777,323,"transcriptional regulator, D5-like",transcription regulation,transcription_regulation
phage_3778,8540,replication initiation O-like,"DNA, RNA and nucleotide metabolism",dna_replication
phage_3779,18891,tail length tape measure protein,tail,tail_tape_measure
phage_3780,164,ParA-like partition protein,"DNA, RNA and nucleotide metabolism",
phage_3781,4704,tail length tape measure protein,tail,tail_tape_measure
phage_3782,3322,endonuclease,"DNA, RNA and nucleotide metabolism",endonucleases
phage_3783,677,baseplate wedge tail fiber protein connector,tail,minor_tail
phage_3784,206,head scaffolding protein,head and packaging,head_assembly
phage_3785,10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover",
phage_3786,33244,tail fiber protein,tail,minor_tail
phage_3787,9863,virion structural protein,head and packaging,structural
phage_3788,24361,terminase,head and packaging,
phage_3789,1535,tail length tape measure protein,tail,tail_tape_measure
phage_3790,6651,internal virion protein,head and packaging,structural
phage_3791,21789,virion structural protein,head and packaging,structural
phage_3792,8540,replication initiation O-like,"DNA, RNA and nucleotide metabolism",dna_replication
phage_3793,21,portal protein,head and packaging,portal
phage_3794,6468,tail fiber protein; host specificity,tail,minor_tail
phage_3795,10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover",
phage_3796,16950,DNA primase,"DNA, RNA and nucleotide metabolism",dna_replication
phage_3797,3244,head maturation protease,head and packaging,head_assembly
phage_3798,216,integrase,integration and excision,recombination
phage_3799,10093,tail length tape measure protein,tail,tail_tape_measure
phage_3800,2170,glycosyltransferase,"moron, auxiliary metabolic gene and host takeover",transferases
phage_3801,11011,long tail fiber protein distal subunit,tail,minor_tail
phage_3802,9298,radical SAM domain protein,other,
phage_3803,2282,tail fiber protein,tail,minor_tail
phage_3804,1535,tail length tape measure protein,tail,tail_tape_measure
phage_3805,1731,virion structural protein,head and packaging,structural
phage_3806,309,terminase small subunit,head and packaging,dna_packaging
phage_3807,1530,DNA methyltransferase,other,dna_modification
phage_3808,3180,Arc-like repressor,transcription regulation,transcriptional_control
phage_3809,863,tail fiber assembly,tail,
phage_3810,19658,replication initiation protein,"DNA, RNA and nucleotide metabolism",dna_replication
phage_3811,1272,tail length tape measure protein,tail,tail_tape_measure
phage_3812,1917,virion structural protein,head and packaging,structural
phage_3813,25848,tail fiber protein,tail,minor_tail
phage_3814,17587,tail fiber protein,tail,minor_tail
phage_3815,8821,Rz-like spanin,lysis,lysis
phage_3816,126,holin/anti-holin,lysis,lysis
phage_3817,31,central tail fiber J,tail,
phage_3818,931,head morphogenesis,head and packaging,major_capsid
phage_3819,11023,homing endonuclease with LAGLIDADG motif,"DNA, RNA and nucleotide metabolism",endonucleases
phage_3820,1128,enoyl-CoA hydratase/carnithine racemase-like,"moron, auxiliary metabolic gene and host takeover",
phage_3821,138,major head protein,head and packaging,major_capsid
phage_3822,18345,tail fiber protein,tail,minor_tail
phage_3823,394,tail protein,tail,
phage_3824,9987,holin,lysis,lysis
phage_3825,290,minor tail protein,tail,minor_tail
phage_3826,2340,endonuclease,"DNA, RNA and nucleotide metabolism",endonucleases
phage_3827,9148,UDP-glucose dehydrogenase,other,oxidoreductases
phage_3828,21866,primase,"DNA, RNA and nucleotide metabolism",
phage_3829,15752,protein kinase; inhibitor of host transcription; positively regulates RNaseIII; negatively on RNaseE,other,host_takeover
phage_3830,119,HNH endonuclease,"DNA, RNA and nucleotide metabolism",endonucleases
phage_3831,378,single strand DNA binding protein,"DNA, RNA and nucleotide metabolism",dna_replication
phage_3832,20,holin,lysis,lysis
phage_3833,10356,virion structural protein,head and packaging,structural
phage_3834,1468,transcriptional repressor,transcription regulation,transcription_regulation
phage_3835,4697,tail assembly chaperone,tail,tail_assembly
phage_3836,6247,DNA topoisomerase,"DNA, RNA and nucleotide metabolism",
phage_3837,863,tail fiber assembly,tail,
phage_3838,16726,HNH endonuclease,"DNA, RNA and nucleotide metabolism",endonucleases
phage_3839,645,Rnase E,"DNA, RNA and nucleotide metabolism",
phage_3840,1646,major coat protein,head and packaging,major_capsid
phage_3841,4771,DHH phosphoesterase,other,
phage_3842,506,transposase,integration and excision,
phage_3843,26675,endolysin,lysis,lysis
phage_3844,95,integrase,integration and excision,recombination
phage_3845,3022,DNA primase,"DNA, RNA and nucleotide metabolism",dna_replication
phage_3846,1064,prohead,head and packaging,head_assembly
phage_3847,620,ParB-like partition protein,"DNA, RNA and nucleotide metabolism",
phage_3848,2175,protein with Ig domain,other,
phage_3849,3810,acetyltransferase,other,transferases
phage_3850,5774,head-tail joining,connector,connector
phage_3851,88,major tail protein,tail,major_tail
phage_3852,16227,virion structural protein,head and packaging,structural
phage_3853,130,anti-repressor Ant,transcription regulation,transcriptional_control
phage_3854,23,tail sheath,tail,major_tail
phage_3855,3725,tail completion or Neck1 protein,connector,tail_assembly
phage_3856,4924,short tail fiber protein,tail,minor_tail
phage_3857,13289,tail protein,tail,
phage_3858,9959,tail length tape measure protein,tail,tail_tape_measure
phage_3859,15516,methyltransferase,other,dna_modification
phage_3860,36,transcriptional regulator,transcription regulation,transcription_regulation
phage_3861,86,ribonucleoside diphosphate reductase small subunit,"DNA, RNA and nucleotide metabolism",oxidoreductases
phage_3862,66,excisionase and transcriptional regulator,integration and excision,recombination
phage_3863,2,terminase large subunit,head and packaging,dna_packaging
phage_3864,4372,tail length tape measure protein,tail,tail_tape_measure
phage_3865,2245,nucleoside triphosphate pyrophosphohydrolase,other,hydrolases
phage_3866,2595,head-tail connector protein,connector,connector
phage_3867,11565,,unknown function,
phage_3868,13987,radical SAM domain-containing protein,other,
phage_3869,3549,,unknown function,
phage_3870,22502,methyltransferase,other,dna_modification
phage_3871,704,DNA repair exonuclease,"DNA, RNA and nucleotide metabolism",exonucleases
phage_3872,2389,QueD-like  6-pyruvoyl-tetrahydropterin synthase,"moron, auxiliary metabolic gene and host takeover",
phage_3873,36700,,unknown function,
phage_3874,22,thioredoxin domain,"DNA, RNA and nucleotide metabolism",
phage_3875,9683,protease,other,peptidases
phage_3876,812,Rz-like spanin,lysis,lysis
phage_3877,22637,pilot protein for DNA ejection,tail,
phage_3878,80,head maturation protease,head and packaging,head_assembly
phage_3879,876,transcriptional repressor,transcription regulation,transcription_regulation
phage_3880,6651,internal virion protein,head and packaging,structural
phage_3881,399,structural protein,head and packaging,structural
phage_3882,3125,S-adenosylmethionine decarboxylase,other,
phage_3883,21658,methyltransferase,other,dna_modification
phage_3884,5668,tail fiber protein,tail,minor_tail
phage_3885,6121,virion structural protein,head and packaging,structural
phage_3886,30589,,unknown function,
phage_3887,938,endolysin,lysis,lysis
phage_3888,1727,tail protein and host specificity,tail,host_takeover
phage_3889,9811,,unknown function,
phage_3890,2644,glycosyltransferase,"moron, auxiliary metabolic gene and host takeover",transferases
phage_3891,6651,internal virion protein,head and packaging,structural
phage_3892,12661,transglycosylase,other,
phage_3893,27061,,unknown function,
phage_3894,16046,,unknown function,
phage_3895,18488,,unknown function,
phage_3896,4211,tail length tape measure protein,tail,tail_tape_measure
phage_3897,4211,tail length tape measure protein,tail,tail_tape_measure
phage_3898,4775,pre-neck appendage protein,connector,
phage_3899,4354,,unknown function,
phage_3900,4712,holin,lysis,lysis
phage_3901,13892,minor tail protein,tail,minor_tail
phage_3902,237,head scaffolding protein,head and packaging,head_assembly
phage_3903,456,Rz-like spanin,lysis,lysis
phage_3904,10356,virion structural protein,head and packaging,structural
phage_3905,4704,tail length tape measure protein,tail,tail_tape_measure
phage_3906,8,transcriptional regulator,transcription regulation,transcription_regulation
phage_3907,14441,tail length tape measure protein,tail,tail_tape_measure
phage_3908,587,structural protein,head and packaging,structural
phage_3909,290,minor tail protein,tail,minor_tail
phage_3910,328,head maturation protease,head and packaging,head_assembly
phage_3911,2954,ferrochelatase,"moron, auxiliary metabolic gene and host takeover",
phage_3912,234,late sigma transcription factor,transcription regulation,transcription
phage_3913,497,toxin-antitoxin system HicB-like,"moron, auxiliary metabolic gene and host takeover",toxin_systems
phage_3914,3287,virion structural protein,head and packaging,structural
phage_3915,11355,tail fiber protein,tail,minor_tail
phage_3916,34631,,unknown function,
phage_3917,305,tail length tape measure protein,tail,tail_tape_measure
phage_3918,2685,partition protein ATPase,other,
phage_3919,1198,MutT/NUDIX hydrolase,other,hydrolases
phage_3920,11693,pilot protein for DNA ejection,tail,
phage_3921,2468,head morphogenesis,head and packaging,major_capsid
phage_3922,5302,tail protein,tail,
phage_3923,8510,virion structural protein,head and packaging,structural
phage_3924,18657,DNA methyltransferase,other,dna_modification
phage_3925,230,baseplate tail tube cap,tail,baseplate
phage_3926,305,tail length tape measure protein,tail,tail_tape_measure
phage_3927,671,nucleotide pyrophosphohydrolase,other,hydrolases
phage_3928,2557,virion structural protein,head and packaging,structural
phage_3929,4836,CII-like regulator,transcription regulation,transcriptional_control
phage_3930,61,2OG-Fe(II) oxygenase,"moron, auxiliary metabolic gene and host takeover",
phage_3931,314,homing endonuclease,"DNA, RNA and nucleotide metabolism",endonucleases
phage_3932,9017,tail fiber protein,tail,minor_tail
phage_3933,270,replication initiation protein,"DNA, RNA and nucleotide metabolism",dna_replication
phage_3934,23181,ATPase,other,
phage_3935,14857,HTH DNA binding protein,"DNA, RNA and nucleotide metabolism",
phage_3936,2234,tail spike protein,tail,minor_tail
phage_3937,5073,tail fiber protein,tail,minor_tail
phage_3938,3883,internal virion protein,head and packaging,structural
phage_3939,582,Arc-like repressor,transcription regulation,transcriptional_control
phage_3940,267,major head protein,head and packaging,major_capsid
phage_3941,148,RecT-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism",
phage_3942,4752,tRNA methyltransferase,other,dna_modification
phage_3943,27257,terminase small subunit,head and packaging,dna_packaging
phage_3944,4704,tail length tape measure protein,tail,tail_tape_measure
phage_3945,599,Lar-like restriction alleviation protein,"moron, auxiliary metabolic gene and host takeover",immunity
phage_3946,8102,replication initiation protein,"DNA, RNA and nucleotide metabolism",dna_replication
phage_3947,4016,replication initiation protein,"DNA, RNA and nucleotide metabolism",dna_replication
phage_3948,3427,holin,lysis,lysis
phage_3949,4691,excisionase,integration and excision,recombination
phage_3950,1716,tail length tape measure protein,tail,tail_tape_measure
phage_3951,22,thioredoxin domain,"DNA, RNA and nucleotide metabolism",
phage_3952,1657,head morphogenesis,head and packaging,major_capsid
phage_3953,172,head scaffolding protein,head and packaging,head_assembly
phage_3954,892,tail fiber protein,tail,minor_tail
phage_3955,36601,tail fiber protein,tail,minor_tail
phage_3956,8865,head scaffolding protein,head and packaging,head_assembly
phage_3957,463,anti-repressor,transcription regulation,transcriptional_control
phage_3958,5354,,unknown function,
phage_3959,2468,head morphogenesis,head and packaging,major_capsid
phage_3960,81,2OG-Fe(II) oxygenase,"moron, auxiliary metabolic gene and host takeover",
phage_3961,8156,methyltransferase,other,dna_modification
phage_3962,6879,head-tail connector protein,connector,connector
phage_3963,6468,tail fiber protein; host specificity,tail,minor_tail
phage_3964,12661,transglycosylase,other,
phage_3965,6387,,unknown function,
phage_3966,1538,tail length tape measure protein,tail,tail_tape_measure
phage_3967,8156,methyltransferase,other,dna_modification
phage_3968,325,Dda-like helicase,"DNA, RNA and nucleotide metabolism",dna_replication
