identifier,Order,Family,Genus,protein_category,Protein families
F8J2G5,Squamata,Elapidae,Drysdalia,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
Q53B46,Squamata,Elapidae,Ophiophagus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Aminergic toxin sub-subfamily"
P81030,Squamata,Elapidae,Dendroaspis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Aminergic toxin sub-subfamily"
P0DL82,Squamata,Elapidae,Calliophis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily"
P82662,Squamata,Elapidae,Ophiophagus,three_finger_toxin,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily"
P29179,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Ancestral subfamily, Orphan group II sub-subfamily"
Q53B50,Squamata,Elapidae,Ophiophagus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily"
P01460,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily"
P0C1Z0,Squamata,Elapidae,Dendroaspis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Acn-esterase inhibitor sub-subfamily"
Q9PS34,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily"
P01470,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily"
Q9W727,Squamata,Elapidae,Bungarus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Orphan group VIII (haditoxin) sub-subfamily"
P01405,Squamata,Elapidae,Dendroaspis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Orphan group XI sub-subfamily"
P01473,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Orphan group XV sub-subfamily"
Q8UW26,Squamata,Hydrophiidae,Hydrophis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
Q70WS8,Squamata,Elapidae,Bungarus,three_finger_toxin,"Snake three-finger toxin family, Ancestral subfamily, Orphan group IV sub-subfamily"
Q9DGH9,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily"
Q9W729,Squamata,Elapidae,Bungarus,three_finger_toxin,"Snake three-finger toxin family, Long-chain subfamily, Kappa-neurotoxin sub-subfamily"
C5ILC5,Squamata,Elapidae,Ophiophagus,three_finger_toxin,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily"
P68413,Squamata,Hydrophiidae,Hydrophis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
Q8QGR0,Squamata,Elapidae,Dendroaspis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Aminergic toxin sub-subfamily"
C6JUP2,Squamata,Elapidae,Micrurus,three_finger_toxin,"Snake three-finger toxin family, Ancestral subfamily, Orphan group II sub-subfamily"
Q9W6W9,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily"
P01474,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Orphan group XV sub-subfamily"
Q9PRI1,Squamata,Elapidae,Micrurus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Orphan group XII sub-subfamily"
P01400,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Ancestral subfamily, Orphan group II sub-subfamily"
O73857,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily"
O12963,Squamata,Elapidae,Bungarus,three_finger_toxin,"Snake three-finger toxin family, Ancestral subfamily, Orphan group V sub-subfamily"
O12962,Squamata,Elapidae,Bungarus,three_finger_toxin,"Snake three-finger toxin family, Long-chain subfamily, Kappa-neurotoxin sub-subfamily"
P01401,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Ancestral subfamily, Orphan group II sub-subfamily"
P25681,Squamata,Elapidae,Dendroaspis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Acn-esterase inhibitor sub-subfamily"
P29182,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Ancestral subfamily, Orphan group II sub-subfamily"
Q91124,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily"
Q9YGJ5,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
F5CPE6,Squamata,Elapidae,Micrurus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily"
A8N286,Squamata,Elapidae,Ophiophagus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Orphan group VIII (haditoxin) sub-subfamily"
P0CAR1,Squamata,Elapidae,Micrurus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
F8J2E2,Squamata,Elapidae,Drysdalia,three_finger_toxin,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily"
P01407,Squamata,Elapidae,Dendroaspis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Aminergic toxin sub-subfamily"
P01381,Squamata,Hydrophiidae,Hydrophis,three_finger_toxin,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily"
P68415,Squamata,Hydrophiidae,Hydrophis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
K9MCX0,Squamata,Elapidae,Micrurus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily"
P25496,Squamata,Elapidae,Laticauda,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
P25669,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily"
P25673,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily"
P25676,Squamata,Elapidae,Hemachatus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Orphan group VI sub-subfamily"
P80245,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily"
P25677,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Orphan group XX sub-subfamily"
Q53B49,Squamata,Elapidae,Ophiophagus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Aminergic toxin sub-subfamily"
P34073,Squamata,Elapidae,Acanthophis,three_finger_toxin,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily"
Q98958,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily"
P25495,Squamata,Elapidae,Laticauda,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
P19004,Squamata,Elapidae,Aspidelaps,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Orphan group XIII sub-subfamily"
P68412,Squamata,Hydrophiidae,Hydrophis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
P19960,Squamata,Hydrophiidae,Aipysurus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
P81783,Squamata,Elapidae,Bungarus,three_finger_toxin,"Snake three-finger toxin family, Ancestral subfamily, Orphan group IV sub-subfamily"
P80494,Squamata,Elapidae,Dendroaspis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Aminergic toxin sub-subfamily"
P25494,Squamata,Hydrophiidae,Hydrophis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
P29180,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Ancestral subfamily, Orphan group II sub-subfamily"
Q53B48,Squamata,Elapidae,Ophiophagus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily"
P29181,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Ancestral subfamily, Orphan group II sub-subfamily"
P80548,Squamata,Elapidae,Micrurus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
P01423,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
P43445,Squamata,Elapidae,Bungarus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Orphan group VII sub-subfamily"
P62389,Squamata,Hydrophiidae,Hydrophis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
P80958,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
P01440,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily"
C0HJT5,Squamata,Elapidae,Hemachatus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Orphan group I sub-subfamily"
P0DKS3,Squamata,Elapidae,Dendroaspis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Mambalgin sub-subfamily"
P0C1Y9,Squamata,Elapidae,Dendroaspis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Acn-esterase inhibitor sub-subfamily"
C0HJR2,Squamata,Elapidae,Micrurus,three_finger_toxin,"Snake three-finger toxin family, Ancestral subfamily"
Q9YGC2,Squamata,Elapidae,Laticauda,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
F5CPE4,Squamata,Elapidae,Micrurus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
B2BRQ5,Squamata,Elapidae,Austrelaps,three_finger_toxin,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily"
P01451,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily"
Q53B58,Squamata,Elapidae,Ophiophagus,three_finger_toxin,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily"
P01453,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily"
Q2VBP5,Squamata,Elapidae,Ophiophagus,three_finger_toxin,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily"
Q9PSN1,Squamata,Elapidae,Dendroaspis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Aminergic toxin sub-subfamily"
C0HJB0,Squamata,Elapidae,Dendroaspis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Mambalgin sub-subfamily"
Q9YGC7,Squamata,Elapidae,Laticauda,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
O73856,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily"
F5CPE2,Squamata,Elapidae,Micrurus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily"
P01426,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
F5CPE3,Squamata,Elapidae,Micrurus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily"
A2CKF7,Squamata,Elapidae,Bungarus,three_finger_toxin,"Snake three-finger toxin family, Ancestral subfamily, Orphan group II sub-subfamily"
Q98959,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily"
P18328,Squamata,Elapidae,Dendroaspis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Aminergic toxin sub-subfamily"
Q4VRI0,Squamata,Elapidae,Oxyuranus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily"
P25680,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Ancestral subfamily, Orphan group II sub-subfamily"
P25679,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Ancestral subfamily, Orphan group II sub-subfamily"
F5CPE0,Squamata,Elapidae,Micrurus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily"
P01447,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily"
P25678,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Orphan group XX sub-subfamily"
P01441,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily"
Q9PSN6,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
C0HJR1,Squamata,Elapidae,Micrurus,three_finger_toxin,"Snake three-finger toxin family, Ancestral subfamily"
Q9W717,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Orphan group I sub-subfamily"
O12961,Squamata,Elapidae,Bungarus,three_finger_toxin,"Snake three-finger toxin family, Long-chain subfamily, Kappa-neurotoxin sub-subfamily"
P81782,Squamata,Elapidae,Bungarus,three_finger_toxin,"Snake three-finger toxin family, Ancestral subfamily, Orphan group XIX sub-subfamily"
Q9YGC4,Squamata,Elapidae,Laticauda,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
P0DKW9,Squamata,Elapidae,Acanthophis,three_finger_toxin,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily"
O42257,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily"
P01461,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily"
P01415,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Orphan group VI sub-subfamily"
P68419,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
P62390,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Orphan group XV sub-subfamily"
P62388,Squamata,Hydrophiidae,Hydrophis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
U3EPL2,Squamata,Elapidae,Micrurus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily"
Q5UFR7,Squamata,Hydrophiidae,Hydrophis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
Q9YGI4,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Ancestral subfamily, Orphan group II sub-subfamily"
P68416,Squamata,Hydrophiidae,Hydrophis,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
P68418,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
Q2VBP4,Squamata,Elapidae,Ophiophagus,three_finger_toxin,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily"
P60308,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily"
Q9PST4,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily"
Q9PTT0,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
Q9PW19,Squamata,Elapidae,Bungarus,three_finger_toxin,"Snake three-finger toxin family, Ancestral subfamily, Orphan group XVII sub-subfamily"
P68417,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
P62394,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Orphan group XV sub-subfamily"
Q2VBP3,Squamata,Elapidae,Ophiophagus,three_finger_toxin,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily"
Q9W7J6,Squamata,Elapidae,Pseudonaja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type III alpha-neurotoxin sub-subfamily"
P83302,Squamata,Elapidae,Ophiophagus,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily"
P01395,Squamata,Elapidae,Dendroaspis,three_finger_toxin,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily"
P01394,Squamata,Elapidae,Dendroaspis,three_finger_toxin,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily"
P01393,Squamata,Elapidae,Dendroaspis,three_finger_toxin,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily"
E2ITZ3,Squamata,Elapidae,Naja,three_finger_toxin,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily"
