identifier,Order,Family,Genus,Protein families,Protein names,embeddings_labels,blast_labels
B2BRQ5,Squamata,Elapidae,Austrelaps,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily",Alpha-elapitoxin-Al2b (Alpha-EPTX-Al2b),4,15
P01451,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily",Cytotoxin 1 (Cytotoxin I) (CTI),4,15
Q53B58,Squamata,Elapidae,Ophiophagus,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily",Alpha-elapitoxin-Oh3a (CM-11) (Long neurotoxin OH-55),4,15
P01453,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily",Cytotoxin 10 (Toxin CM-4a),4,15
Q2VBP5,Squamata,Elapidae,Ophiophagus,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily",Long neurotoxin LNTX22,4,15
Q9PSN1,Squamata,Elapidae,Dendroaspis,"Snake three-finger toxin family, Short-chain subfamily, Aminergic toxin sub-subfamily",Muscarinic toxin 4 (MT4),4,15
C0HJB0,Squamata,Elapidae,Dendroaspis,"Snake three-finger toxin family, Short-chain subfamily, Mambalgin sub-subfamily",Mambalgin-3 (Mamb-3),4,15
Q9YGC7,Squamata,Elapidae,Laticauda,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily",Short neurotoxin NCA-02/NCA-05/UER-05,4,15
O73856,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily",Cytotoxin 4b (Cardiotoxin-4b) (CTX-4b) (Ctx4b),4,15
F5CPE2,Squamata,Elapidae,Micrurus,"Snake three-finger toxin family, Short-chain subfamily",Three-finger toxin MALT0063C (3FTx MALT0063C),4,15
P01426,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily",Short neurotoxin 1 (Neurotoxin alpha) (Toxin alpha),4,15
F5CPE3,Squamata,Elapidae,Micrurus,"Snake three-finger toxin family, Short-chain subfamily",Three-finger toxin MALT0065C (3FTx MALT0065C),4,15
A2CKF7,Squamata,Elapidae,Bungarus,"Snake three-finger toxin family, Ancestral subfamily, Orphan group II sub-subfamily",Neurotoxin 3FTx-LT,4,15
Q98959,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily",Cytotoxin 3a (Cardiotoxin-31) (Ctx-31) (Cardiotoxin-3a),4,15
P18328,Squamata,Elapidae,Dendroaspis,"Snake three-finger toxin family, Short-chain subfamily, Aminergic toxin sub-subfamily",Muscarinic toxin 2 (MT2) (MTx2),4,15
Q4VRI0,Squamata,Elapidae,Oxyuranus,"Snake three-finger toxin family, Short-chain subfamily",Scutelatoxin (Three-finger toxin) (3FTx),4,15
P25680,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Ancestral subfamily, Orphan group II sub-subfamily",Weak toxin CM-10,4,15
P25679,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Ancestral subfamily, Orphan group II sub-subfamily",Weak toxin CM-9a,4,15
F5CPE0,Squamata,Elapidae,Micrurus,"Snake three-finger toxin family, Short-chain subfamily",Three-finger toxin MALT0059C (3FTx MALT0059C),4,15
P01447,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily",Cytotoxin 1 (Cobramine-A) (Cytotoxin I) (Cytotoxin XI) (Cytotoxin-like basic protein) (CLBP),4,15
P25678,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Orphan group XX sub-subfamily",Weak toxin CM-2a,4,15
P01441,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily",Cytotoxin 2 (Cytotoxin II) (CTII),4,15
Q9PSN6,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily",Neurotoxin 3 (Toxin 3),4,15
C0HJR1,Squamata,Elapidae,Micrurus,"Snake three-finger toxin family, Ancestral subfamily",Micrurotoxin 1 (MmTX1),4,15
Q9W717,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Orphan group I sub-subfamily",Neurotoxin-like protein NTL2,4,15
O12961,Squamata,Elapidae,Bungarus,"Snake three-finger toxin family, Long-chain subfamily, Kappa-neurotoxin sub-subfamily",Kappa-4-bungarotoxin,4,15
P81782,Squamata,Elapidae,Bungarus,"Snake three-finger toxin family, Ancestral subfamily, Orphan group XIX sub-subfamily",Bucandin,4,15
Q9YGC4,Squamata,Elapidae,Laticauda,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily",Short neurotoxin OKI-01/OKI-19,4,15
P0DKW9,Squamata,Elapidae,Acanthophis,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily",Alpha-elapitoxin-Aa2e (Alpha-EPTX-Aa2e) (Aa el/Aa e2),4,15
O42257,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily",Long neurotoxin 7 (LNTX7),4,15
P01461,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily",Cytotoxin 4 (Toxin CM-11),4,15
P01415,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Orphan group VI sub-subfamily",Weak toxin CM-2,4,15
P68419,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily",Short neurotoxin 1 (Neurotoxin delta),4,15
P62390,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Orphan group XV sub-subfamily",Cytotoxin 11 (Toxin CM-13a),4,15
P62388,Squamata,Hydrophiidae,Hydrophis,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily",Pelamitoxin a,4,15
U3EPL2,Squamata,Elapidae,Micrurus,"Snake three-finger toxin family, Short-chain subfamily",Three-finger toxin 3b (3FTx 3b) (Micrurus fulvius dimeric neurotoxin b) (SIGMA-neurotoxin),4,15
Q5UFR7,Squamata,Hydrophiidae,Hydrophis,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily",Short neurotoxin 2,4,15
Q9YGI4,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Ancestral subfamily, Orphan group II sub-subfamily",Probable weak neurotoxin NNAM2 (TA-N9),4,15
P68416,Squamata,Hydrophiidae,Hydrophis,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily",Short neurotoxin 1 (SN12) (Toxin 4),4,15
P68418,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily",Short neurotoxin 1 (Toxin CM-6),4,15
Q2VBP4,Squamata,Elapidae,Ophiophagus,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily",Long neurotoxin LNTX28,4,15
P60308,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily",Cytotoxin SP15c,4,15
Q9PST4,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily",Cytotoxin 2a (Cardiotoxin 2a) (CTX-2a) (Ctx2a),4,15
Q9PTT0,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily",Cobrotoxin homolog (Short neurotoxin),4,15
Q9PW19,Squamata,Elapidae,Bungarus,"Snake three-finger toxin family, Ancestral subfamily, Orphan group XVII sub-subfamily",Toxin BMLCL (BM8),4,15
P68417,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily",Short neurotoxin 1 (Neurotoxin alpha),4,15
P62394,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Orphan group XV sub-subfamily",Cytotoxin 11 (Toxin CM-12),4,15
Q2VBP3,Squamata,Elapidae,Ophiophagus,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily",Long neurotoxin LNTX37,4,15
Q9W7J6,Squamata,Elapidae,Pseudonaja,"Snake three-finger toxin family, Short-chain subfamily, Type III alpha-neurotoxin sub-subfamily",Short neurotoxin 7 (SNTX7) (Alpha-neurotoxin 7),4,15
P83302,Squamata,Elapidae,Ophiophagus,"Snake three-finger toxin family, Short-chain subfamily",Neurotoxin Oh9-1 (OMEGA-neurotoxin Oh9-1) (Three-finger toxin) (3FTx),4,15
P01395,Squamata,Elapidae,Dendroaspis,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily",Alpha-elapitoxin-Dv2a (Alpha-EPTX-Dv2a) (Long neurotoxin 2) (Toxin I/V),4,15
P01394,Squamata,Elapidae,Dendroaspis,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily",Alpha-elapitoxin-Dv2b (Alpha-EPTX-Dv2b) (Long neurotoxin 1) (Neurotoxin 4.7.3/4.9.3),4,15
P01393,Squamata,Elapidae,Dendroaspis,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily",Alpha-elapitoxin-Djk2a (Alpha-EPTX-Djk2a) (Long neurotoxin 1) (Toxin V-III-N1),4,15
E2ITZ3,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily",Alpha-elapitoxin-Na1a (Alpha-EPTX-Na1a) (Three-finger toxin),4,15
Q9YGI8,Squamata,Elapidae,Bungarus,"Snake three-finger toxin family, Short-chain subfamily, Orphan group III sub-subfamily",Short neurotoxin homolog NTL4,4,15
P60770,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily",Cobrotoxin (CBT) (CBTX) (CTX) (Atratoxin) (Cobratide) (Short neurotoxin 1),4,15
U3FAE1,Squamata,Elapidae,Micrurus,"Snake three-finger toxin family, Short-chain subfamily",Fulditoxin (Micrurus fulvius dimeric neurotoxin) (SIGMA-neurotoxin) (Three-finger toxin 3a) (3FTx 3a) (Three-finger toxin 9a) (Three-finger toxin 9d) (Three-finger toxin 9e),4,15
P01410,Squamata,Elapidae,Dendroaspis,"Snake three-finger toxin family, Short-chain subfamily, Aminergic toxin sub-subfamily","Synergistic-type venom protein C8S2, chain 1",4,15
O57326,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily",Alpha-neurotoxin NTX-3 (NTX3),4,15
Q2VBP6,Squamata,Elapidae,Ophiophagus,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily",Long neurotoxin LNTX8,4,15
P01463,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily",Cytotoxin 2 (Toxin V(II)2),4,15
P01466,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily",Cytotoxin 7 (Toxin CM-4B),4,15
P60305,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily",Cytotoxin 1 (CTX1) (CX1) (Cardiotoxin F8) (Cardiotoxin-I) (CTX-I) (Toxin CM-6),4,15
P01411,Squamata,Elapidae,Dendroaspis,"Snake three-finger toxin family, Short-chain subfamily, Aminergic toxin sub-subfamily","Synergistic-type venom protein C8S2, chain 2",4,15
P01408,Squamata,Elapidae,Dendroaspis,"Snake three-finger toxin family, Short-chain subfamily, Aminergic toxin sub-subfamily","Synergistic-type venom protein C9S3, chain 1",4,15
Q2VBN0,Squamata,Elapidae,Ophiophagus,"Snake three-finger toxin family, Short-chain subfamily, Aminergic toxin sub-subfamily",Muscarinic toxin 38 (MTX38),4,15
C0HJT4,Squamata,Elapidae,Dendroaspis,"Snake three-finger toxin family, Ancestral subfamily, Orphan group XIX sub-subfamily",Toxin Tx7335,4,3
P60775,Squamata,Elapidae,Laticauda,"Snake three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily",Erabutoxin a (ETXA) (Ea) (Short neurotoxin 1a),4,15
A0A4P1LYC9,Squamata,Elapidae,Dendroaspis,"Snake three-finger toxin family, Short-chain subfamily",Dendroaspis polylepis MT9 (Three-finger toxin) (3FTx),4,15
P60615,Squamata,Elapidae,Bungarus,"Snake three-finger toxin family, Long-chain subfamily, Type II alpha-neurotoxin sub-subfamily","Alpha-bungarotoxin (Alpha-Bgtx) (Alpha-Btx) (Alpha-bungarotoxin, isoform A31) (Alpha-BTX A31) (Alpha-BgTx(A31)) (Alpha-bungarotoxin (A31)) (BGTX A31) (Alpha-elapitoxin-Bm2a) (Alpha-EPTX-Bm2a) (Long neurotoxin 1)",4,15
P01464,Squamata,Elapidae,Naja,"Snake three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily",Cytotoxin 5 (Toxin CM-6),4,15
P01406,Squamata,Elapidae,Dendroaspis,"Snake three-finger toxin family, Short-chain subfamily, Orphan group XI sub-subfamily",Toxin S5C4,4,15
P00982,Squamata,Elapidae,Dendroaspis,Venom Kunitz-type family,Kunitz-type serine protease inhibitor homolog delta-dendrotoxin (Delta-DTX) (Dendrotoxin delta-DaTX) (Protease inhibitor K) (Toxin C13S1C3) (Venom basic protease inhibitor K),5,17
P0DJ79,Araneae,Theraphosidae,Cyriopagopus,"Venom Kunitz-type family, 03 (sub-Kunitz) subfamily",Kunitz-type U15-theraphotoxin-Hs1d (U15-TRTX-Hs1d) (Huwentoxin HW11c13) (Kunitz-type serine protease inhibitor HWTX-XI-IS13),5,17
Q8AY44,Squamata,Elapidae,Bungarus,Venom Kunitz-type family,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin B2b chain,5,17
Q7T2Q6,Squamata,Elapidae,Bungarus,Venom Kunitz-type family,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin B chain,5,17
P0DJ84,Araneae,Theraphosidae,Cyriopagopus,"Venom Kunitz-type family, 01 (intermediate) subfamily",Kunitz-type kappaPI-theraphotoxin-Hs1d (KappaPI-TRTX-Hs1d) (Huwentoxin HW11c40) (Kunitz-type serine protease inhibitor HWTX-XI-IS40),5,17
P0DJ76,Araneae,Theraphosidae,Cyriopagopus,"Venom Kunitz-type family, 02 (native) subfamily",Kunitz-type kappaPI-theraphotoxin-Hs1e (KappaPI-TRTX-Hs1e) (Huwentoxin HW11c4) (Kunitz-type serine protease inhibitor HWTX-XI-IS4),5,17
B7S4N9,Squamata,Elapidae,Oxyuranus,Venom Kunitz-type family,"Kunitz-type serine protease inhibitor taicotoxin (Taicatoxin, serine protease inhibitor component) (TCX) (TSPI) (Venom protease inhibitor 1) (Venom protease inhibitor 2)",5,17
C0HLA5,Squamata,Elapidae,Dendroaspis,Venom Kunitz-type family,Mambaquaretin-2 (MQ2) (Upsilon-Dv2a),5,17
E7FL12,Squamata,Elapidae,Pseudechis,Venom Kunitz-type family,Kunitz serine protease inhibitor Pr-mulgin 2,5,17
A8Y7P3,Squamata,Viperidae,Daboia,Venom Kunitz-type family,Kunitz-type serine protease inhibitor B3 (BPTI-3) (Trypsin inhibitor 3) (Trypsin inhibitor B3),5,17
H6VC06,Squamata,Viperidae,Daboia,Venom Kunitz-type family,Kunitz-type serine protease inhibitor DrKIn-II (Daboia russelii Kunitz Inhibitor-II),5,17
Q90WA1,Squamata,Elapidae,Pseudonaja,Venom Kunitz-type family,Kunitz-type serine protease inhibitor textilinin-1 (Txln-1),5,17
P81658,Squamata,Elapidae,Dendroaspis,Venom Kunitz-type family,Kunitz-type serine protease inhibitor homolog calcicludine (CAC) (L-type calcium channel blocker),5,17
Q8AY45,Squamata,Elapidae,Bungarus,Venom Kunitz-type family,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin B2a chain,5,17
D2Y2Q7,Araneae,Theraphosidae,Cyriopagopus,"Venom Kunitz-type family, 01 (intermediate) subfamily",Kunitz-type U15-theraphotoxin-Hhn1p (U15-TRTX-Hhn1p) (Kunitz-type serine protease inhibitor hainantoxin-XI-16) (HNTX-XI-16),5,17
D2Y2Q8,Araneae,Theraphosidae,Cyriopagopus,"Venom Kunitz-type family, 01 (intermediate) subfamily",Kunitz-type U15-theraphotoxin-Hhn1q (U15-TRTX-Hhn1q) (Kunitz-type serine protease inhibitor hainantoxin-XI-17) (HNTX-XI-17),5,17
D8KY58,Hymenoptera,Apidae,Bombus,Venom Kunitz-type family,Kunitz-type serine protease inhibitor Bt-KTI,5,17
D2Y488,Neogastropoda,Conidae,Californiconus,Venom Kunitz-type family,Kunitz-type serine protease inhibitor conotoxin Cal9.1a (Conkunitzin-Cal9.1a),5,17
G3LH89,Hymenoptera,Apidae,Bombus,Venom Kunitz-type family,Kunitz-type serine protease inhibitor Bi-KTI,5,17
A0A1Z0YU59,Squamata,Elapidae,Dendroaspis,Venom Kunitz-type family,Mambaquaretin-1 (MQ-1) (MQ1) (Upsilon-Da2a),5,17
P00984,Squamata,Elapidae,Dendroaspis,Venom Kunitz-type family,Kunitz-type serine protease inhibitor dendrotoxin E (DTX-E) (Protein E) (Venom basic protease inhibitor E),5,17
P0DJ46,Scorpiones,Buthidae,Lychas,"Venom Kunitz-type family, Scorpion delta-Ktx subfamily, Delta-Ktx 2 sub-subfamily",Kunitz-type serine protease inhibitor LmKTT-1a (Delta-KTx 2.1) (SdPII),5,17
P0DJ82,Araneae,Theraphosidae,Cyriopagopus,"Venom Kunitz-type family, 02 (native) subfamily",Kunitz-type kappaPI-theraphotoxin-Hs1c (kappaPI-TRTX-Hs1c) (Huwentoxin HW11c27) (Kunitz-type serine protease inhibitor HWTX-XI-IS27),5,17
D2Y2Q6,Araneae,Theraphosidae,Cyriopagopus,"Venom Kunitz-type family, 01 (intermediate) subfamily",Kunitz-type U15-theraphotoxin-Hhn1o (U15-TRTX-Hhn1o) (Kunitz-type serine protease inhibitor hainantoxin-XI-15) (HNTX-XI-15),5,17
P25660,Squamata,Elapidae,Bungarus,Venom Kunitz-type family,Kunitz-type serine protease inhibitor IX (Bungarus fasciatus fraction IX) (BF9) (Venom basic protease inhibitor IX) [Cleaved into: Kunitz-type serine protease inhibitor VIIIB (Venom basic protease inhibitor VIIIB)],5,17
Q6ITB9,Squamata,Elapidae,Pseudechis,Venom Kunitz-type family,Kunitz-type serine protease inhibitor mulgin-3,5,17
Q1RPS8,Squamata,Elapidae,Bungarus,Venom Kunitz-type family,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin B6 chain,5,17
Q5ZPJ7,Squamata,Elapidae,Naja,Venom Kunitz-type family,Kunitz-type serine protease inhibitor NACI (Naja atra chymotrypsin inhibitor) (ACI) (NA-CI),5,17
P0DJ71,Araneae,Theraphosidae,Cyriopagopus,"Venom Kunitz-type family, 03 (sub-Kunitz) subfamily",Kunitz-type U15-theraphotoxin-Hhn1d (U15-TRTX-Hhn1d) (Kunitz-type serine protease inhibitor HNTX-031496134),5,17
P0DJ65,Araneae,Theraphosidae,Cyriopagopus,"Venom Kunitz-type family, 03 (sub-Kunitz) subfamily",Kunitz-type U15-theraphotoxin-Hhn1h (U15-TRTX-Hhn1h) (Kunitz-type serine protease inhibitor HNTX-03141007),5,17
Q9W728,Squamata,Elapidae,Bungarus,Venom Kunitz-type family,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin B3 chain,5,17
B2ZBC0,Araneae,Theraphosidae,Cyriopagopus,"Venom Kunitz-type family, 03 (sub-Kunitz) subfamily",Kunitz-type U15-theraphotoxin-Hs1c (U15-TRTX-Hs1c) (Kunitz-type serine protease inhibitor huwentoxin-11g9) (HW11g9),5,17
P0DJ68,Araneae,Theraphosidae,Cyriopagopus,"Venom Kunitz-type family, 03 (sub-Kunitz) subfamily",Kunitz-type U15-theraphotoxin-Hhn1k (U15-TRTX-theraphotoxin-Hhn1k) (Kunitz-type serine protease inhibitor HNTX-45),5,17
W4VSH9,Araneae,Barychelidae,Trittame,Venom Kunitz-type family,Kunitz-type U19-barytoxin-Tl1a (U19-BATX-Tl1a) (Kunitz-type serine protease inhibitor Kunitz-1),5,17
P0C1X2,Neogastropoda,Conidae,Conus,Venom Kunitz-type family,Kunitz-type conkunitzin-S1 (Conk-S1),5,17
B2KTG2,Squamata,Elapidae,Bungarus,Venom Kunitz-type family,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin BF B1 chain,5,17
P0DJ80,Araneae,Theraphosidae,Cyriopagopus,"Venom Kunitz-type family, 03 (sub-Kunitz) subfamily",Kunitz-type U15-theraphotoxin-Hs1a (U15-TRTX-Hs1a) (Huwentoxin HW11c22) (Kunitz-type serine protease inhibitor HWTX-XI-IS22),5,17
D2Y2F9,Araneae,Theraphosidae,Cyriopagopus,"Venom Kunitz-type family, 03 (sub-Kunitz) subfamily",Kunitz-type U15-theraphotoxin-Hhn1h (U15-TRTX-Hhn1h) (Kunitz-type serine protease inhibitor hainantoxin-XI-8) (HNTX-XI-8),5,17
B5L5Q8,Squamata,Elapidae,Pseudechis,Venom Kunitz-type family,Kunitz-type serine protease inhibitor mulgin-5,5,17
Q8T3S7,Araneae,Araneidae,Araneus,"Venom Kunitz-type family, 02 (native) subfamily",Kunitz-type U1-aranetoxin-Av1a (U1-AATX-Av1a) (Toxin 1) (AvTox-1),5,17
B2KTG3,Squamata,Elapidae,Bungarus,Venom Kunitz-type family,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin BF B2 chain,5,17
Q6ITC0,Squamata,Elapidae,Pseudechis,Venom Kunitz-type family,Kunitz-type serine protease inhibitor mulgin-2,5,17
P0DJ72,Araneae,Theraphosidae,Cyriopagopus,"Venom Kunitz-type family, 03 (sub-Kunitz) subfamily",Kunitz-type U15-theraphotoxin-Hhn1e (U15-TRTX-Hhn1e) (Kunitz-type serine protease inhibitor HNTX-0314968),5,17
P0DJ73,Araneae,Theraphosidae,Cyriopagopus,"Venom Kunitz-type family, 03 (sub-Kunitz) subfamily",Kunitz-type U15-theraphotoxin-Hhn1f (U15-TRTX-Hhn1f) (Kunitz-type serine protease inhibitor HNTX-0314974),5,17
P0DJ75,Araneae,Theraphosidae,Cyriopagopus,"Venom Kunitz-type family, 03 (sub-Kunitz) subfamily",Kunitz-type U15-theraphotoxin-Hs1a (U15-TRTX-Hs1a) (Huwentoxin HW11c22) (Kunitz-type serine protease inhibitor HWTX-XI-IS2),5,17
P0DJ67,Araneae,Theraphosidae,Cyriopagopus,"Venom Kunitz-type family, 03 (sub-Kunitz) subfamily",Kunitz-type U15-theraphotoxin-Hhn1c (U15-TRTX-theraphotoxin-Hhn1c) (Kunitz-type serine protease inhibitor HNTX-0314934),5,17
